"108105", 1, "108105"
"101108", 1, "101108"
"105875", 1, "105875"
"101109", 1, "101109"
"105874", 1, "105874"
"104673", 1, "104673"
"104183", 1, "104183"
"105997", 1, "105997"
"105414", 1, "105414"
"105428", 1, "105428"
"101587", 1, "101587"
"103355", 1, "103355"
"103356", 1, "103356"
"107784", 1, "107784"
"103526", 1, "103526"
"109523", 1, "109523"
"109689", 1, "103526"
"109689", 2, "109523"
"102015", 1, "102015"
"109152", 1, "109152"
"102000", 1, "109152"
"102000", 2, "102015"
"108776", 1, "108776"
"110798", 1, "110798"
"103415", 1, "103415"
"101382", 1, "101382"
"106744", 1, "106744"
"100107", 1, "100107"
"111432", 1, "111432"
"108767", 1, "108767"
"105870", 1, "105870"
"106407", 1, "106407"
"103511", 1, "103511"
"102617", 1, "102617"
"108941", 1, "108941"
"102665", 1, "102665"
"109289", 1, "109289"
"102694", 1, "109289"
"102694", 2, "102665"
"108751", 1, "108751"
"111481", 1, "111481"
"104988", 1, "104988"
"100518", 1, "100518"
"105859", 1, "105859"
"106056", 1, "100518"
"106056", 2, "105859"
"104310", 1, "104310"
"111520", 1, "111520"
"108796", 1, "108796"
"104657", 1, "104657"
"103311", 1, "103311"
"109221", 1, "109221"
"110630", 1, "110630"
"110631", 1, "110631"
"110646", 1, "109221"
"110646", 2, "110630"
"110647", 1, "109221"
"110647", 2, "110631"
"108870", 1, "108870"
"103513", 1, "103513"
"100579", 1, "100579"
"106412", 1, "106412"
"105122", 1, "105122"
"110725", 1, "110725"
"111498", 1, "111498"
"110633", 1, "111498"
"110633", 2, "110725"
"109530", 1, "109530"
"109308", 1, "109308"
"103278", 1, "103278"
"100716", 1, "100716"
"103135", 1, "103135"
"111491", 1, "111491"
"100471", 1, "100471"
"103357", 1, "103357"
"100512", 1, "103357"
"100512", 2, "100471"
"103412", 1, "103412"
"106418", 1, "106418"
"103561", 1, "103561"
"106950", 1, "106950"
"107066", 1, "103561"
"107066", 2, "106950"
"109759", 1, "109759"
"109323", 1, "109323"
"105866", 1, "105866"
"112169", 1, "112169"
"100478", 1, "100478"
"103536", 1, "103536"
"100572", 1, "103536"
"100572", 2, "100478"
"100487", 1, "100487"
"109315", 1, "109315"
"101169", 1, "101169"
"111528", 1, "111528"
"101154", 1, "111528"
"101154", 2, "101169"
"107570", 1, "107570"
"106413", 1, "106413"
"101734", 1, "101734"
"103602", 1, "103602"
"101853", 1, "103602"
"101853", 2, "101734"
"109047", 1, "109047"
"106414", 1, "106414"
"111091", 1, "111091"
"105416", 1, "105416"
"102024", 1, "102024"
"102025", 1, "102025"
"103310", 1, "103310"
"100580", 1, "100580"
"107118", 1, "107118"
"107349", 1, "100580"
"107349", 2, "107118"
"106943", 1, "106943"
"108657", 1, "108657"
"100554", 1, "100554"
"106013", 1, "106013"
"103744", 1, "103744"
"110726", 1, "110726"
"100516", 1, "100516"
"106473", 1, "106473"
"106663", 1, "100516"
"106663", 2, "106473"
"108066", 1, "108066"
"104219", 1, "104219"
"103276", 1, "103276"
"111086", 1, "111086"
"111106", 1, "103276"
"111106", 2, "111086"
"101166", 1, "101166"
"100426", 1, "100426"
"109317", 1, "109317"
"111530", 1, "111530"
"108659", 1, "108659"
"106693", 1, "106693"
"103204", 1, "103204"
"110994", 1, "110994"
"100425", 1, "100425"
"107539", 1, "107539"
"107544", 1, "100425"
"107544", 2, "107539"
"100592", 1, "100592"
"105073", 1, "105073"
"105265", 1, "100592"
"105265", 2, "105073"
"111529", 1, "111529"
"108993", 1, "108993"
"103243", 1, "103243"
"106599", 1, "106599"
"106585", 1, "103243"
"106585", 2, "106599"
"108929", 1, "108929"
"110035", 1, "110035"
"109843", 1, "108929"
"109843", 2, "110035"
"103531", 1, "103531"
"103748", 1, "103748"
"103931", 1, "103531"
"103931", 2, "103748"
"111289", 1, "111289"
"103363", 1, "103363"
"111428", 1, "111428"
"103264", 1, "103264"
"103351", 1, "103351"
"111519", 1, "111519"
"108872", 1, "108872"
"103606", 1, "103606"
"111443", 1, "111443"
"111547", 1, "103606"
"111547", 2, "111443"
"106417", 1, "106417"
"107852", 1, "107852"
"105953", 1, "105953"
"110588", 1, "110588"
"110480", 1, "105953"
"110480", 2, "110588"
"103523", 1, "103523"
"105600", 1, "105600"
"111094", 1, "111094"
"105744", 1, "103523"
"105744", 2, "105600"
"111314", 1, "103523"
"111314", 2, "111094"
"100515", 1, "100515"
"106472", 1, "106472"
"106656", 1, "100515"
"106656", 2, "106472"
"103259", 1, "103259"
"106948", 1, "106948"
"106416", 1, "106416"
"102993", 1, "102993"
"109278", 1, "109278"
"103022", 1, "109278"
"103022", 2, "102993"
"100863", 1, "100863"
"108883", 1, "108883"
"103165", 1, "103165"
"103557", 1, "103557"
"108326", 1, "108326"
"106471", 1, "106471"
"107735", 1, "107735"
"110728", 1, "110728"
"105736", 1, "105736"
"108802", 1, "108802"
"105558", 1, "108802"
"105558", 2, "105736"
"100954", 1, "100954"
"109362", 1, "109362"
"101045", 1, "109362"
"101045", 2, "100954"
"111480", 1, "111480"
"108873", 1, "108873"
"103586", 1, "103586"
"106603", 1, "106603"
"106802", 1, "103586"
"106802", 2, "106603"
"109144", 1, "109144"
"100570", 1, "100570"
"109432", 1, "109432"
"109692", 1, "100570"
"109692", 2, "109432"
"101919", 1, "101919"
"103483", 1, "103483"
"102010", 1, "103483"
"102010", 2, "101919"
"111672", 1, "111672"
"103150", 1, "103150"
"106865", 1, "106865"
"106860", 1, "103150"
"106860", 2, "106865"
"107680", 1, "107680"
"100463", 1, "100463"
"108822", 1, "108822"
"108061", 1, "108061"
"103506", 1, "103506"
"103507", 1, "103507"
"108934", 1, "108934"
"103272", 1, "108934"
"103272", 2, "103507"
"108720", 1, "108720"
"104895", 1, "104895"
"108320", 1, "108320"
"109265", 1, "109265"
"108365", 1, "109265"
"108365", 2, "108320"
"108938", 1, "108938"
"100526", 1, "100526"
"102476", 1, "102476"
"103546", 1, "103546"
"102688", 1, "103546"
"102688", 2, "102476"
"103445", 1, "103445"
"106596", 1, "106596"
"106597", 1, "106597"
"100461", 1, "100461"
"105935", 1, "105935"
"104158", 1, "104158"
"111603", 1, "111603"
"108732", 1, "108732"
"103247", 1, "103247"
"108331", 1, "108331"
"108877", 1, "108877"
"108175", 1, "108877"
"108175", 2, "108331"
"100500", 1, "100500"
"101041", 1, "101041"
"111514", 1, "111514"
"100501", 1, "100501"
"100428", 1, "100428"
"102473", 1, "102473"
"100489", 1, "100489"
"111023", 1, "111023"
"111110", 1, "100489"
"111110", 2, "111023"
"103213", 1, "103213"
"111426", 1, "111426"
"107778", 1, "107778"
"109058", 1, "109058"
"107860", 1, "107860"
"105211", 1, "105211"
"108350", 1, "108350"
"108829", 1, "108829"
"108158", 1, "108829"
"108158", 2, "108350"
"104808", 1, "104808"
"106607", 1, "106607"
"103567", 1, "103567"
"103570", 1, "103570"
"103466", 1, "103466"
"107759", 1, "107759"
"104148", 1, "104148"
"103518", 1, "103518"
"104965", 1, "104965"
"107756", 1, "107756"
"109012", 1, "109012"
"100969", 1, "100969"
"109329", 1, "109329"
"101034", 1, "109329"
"101034", 2, "100969"
"100431", 1, "100431"
"102478", 1, "102478"
"100483", 1, "100483"
"111741", 1, "111741"
"111859", 1, "100483"
"111859", 2, "111741"
"103334", 1, "103334"
"111496", 1, "111496"
"110924", 1, "110924"
"109430", 1, "109430"
"103176", 1, "103176"
"108740", 1, "108740"
"100588", 1, "100588"
"102388", 1, "102388"
"102720", 1, "100588"
"102720", 2, "102388"
"103164", 1, "103164"
"105827", 1, "105827"
"111605", 1, "111605"
"107849", 1, "107849"
"103244", 1, "103244"
"104469", 1, "104469"
"104458", 1, "103244"
"104458", 2, "104469"
"103312", 1, "103312"
"101187", 1, "101187"
"105971", 1, "105971"
"108194", 1, "108194"
"109140", 1, "109140"
"101921", 1, "101921"
"100543", 1, "100543"
"111739", 1, "111739"
"111994", 1, "100543"
"111994", 2, "111739"
"109213", 1, "109213"
"109674", 1, "109674"
"109659", 1, "109213"
"109659", 2, "109674"
"103628", 1, "103628"
"104892", 1, "104892"
"105050", 1, "103628"
"105050", 2, "104892"
"107042", 1, "107042"
"108773", 1, "108773"
"106899", 1, "108773"
"106899", 2, "107042"
"102984", 1, "102984"
"100713", 1, "100713"
"108858", 1, "108858"
"112035", 1, "112035"
"112036", 1, "112036"
"111811", 1, "108858"
"111811", 2, "112035"
"103490", 1, "103490"
"107541", 1, "107541"
"103174", 1, "103174"
"106745", 1, "106745"
"109347", 1, "109347"
"106803", 1, "109347"
"106803", 2, "106745"
"106146", 1, "106146"
"102980", 1, "102980"
